"Year","DHB","Population","Month","Count","PopulationInterpolated"
2001,"Whanganui",NA,"September",8,NA
2002,"Whanganui",NA,"September",13,NA
2003,"Whanganui",NA,"September",23,NA
2004,"Whanganui",NA,"September",9,NA
2005,"Whanganui",NA,"September",15,NA
2006,"Whanganui",64000,"September",15,63903
2007,"Whanganui",63500,"September",11,63435
2008,"Whanganui",63200,"September",5,63172
2009,"Whanganui",63100,"September",10,63095
2010,"Whanganui",63100,"September",11,63108
2011,"Whanganui",63000,"September",8,62914
2012,"Whanganui",62400,"September",13,62347
2013,"Whanganui",62300,"September",4,62286
2014,"Whanganui",62200,"September",7,62213
1997,"MidCentral",NA,"September",33,NA
1998,"MidCentral",NA,"September",21,NA
1999,"MidCentral",NA,"September",12,NA
2000,"MidCentral",NA,"September",9,NA
2001,"MidCentral",NA,"September",29,NA
2002,"MidCentral",NA,"September",18,NA
2003,"MidCentral",NA,"September",38,NA
2004,"MidCentral",NA,"September",13,NA
2005,"MidCentral",NA,"September",20,NA
2006,"MidCentral",164000,"September",13,164012
2007,"MidCentral",164100,"September",17,164133
2008,"MidCentral",164500,"September",15,164634
2009,"MidCentral",165500,"September",25,165680
2010,"MidCentral",166600,"September",18,166803
2011,"MidCentral",167800,"September",13,167963
2012,"MidCentral",168500,"September",22,168552
2013,"MidCentral",168900,"September",27,169058
2014,"MidCentral",170300,"September",15,170597
1997,"Hutt Valley",NA,"September",39,NA
1998,"Hutt Valley",NA,"September",47,NA
1999,"Hutt Valley",NA,"September",20,NA
2000,"Hutt Valley",NA,"September",11,NA
2001,"Hutt Valley",NA,"September",42,NA
2002,"Hutt Valley",NA,"September",40,NA
2003,"Hutt Valley",NA,"September",105,NA
2004,"Hutt Valley",NA,"September",33,NA
2005,"Hutt Valley",NA,"September",55,NA
2006,"Hutt Valley",140900,"September",53,141032
2007,"Hutt Valley",141200,"September",34,141172
2008,"Hutt Valley",141100,"September",30,141153
2009,"Hutt Valley",141700,"September",28,141821
2010,"Hutt Valley",142400,"September",19,142519
2011,"Hutt Valley",142900,"September",17,142881
2012,"Hutt Valley",142500,"September",16,142437
2013,"Hutt Valley",142500,"September",12,142606
2014,"Hutt Valley",143400,"September",10,143558
1997,"Capital and Coast",NA,"September",111,NA
1998,"Capital and Coast",NA,"September",117,NA
1999,"Capital and Coast",NA,"September",50,NA
2000,"Capital and Coast",NA,"September",36,NA
2001,"Capital and Coast",NA,"September",96,NA
2002,"Capital and Coast",NA,"September",114,NA
2003,"Capital and Coast",NA,"September",167,NA
2004,"Capital and Coast",NA,"September",60,NA
2005,"Capital and Coast",NA,"September",123,NA
2006,"Capital and Coast",278000,"September",89,278519
2007,"Capital and Coast",280500,"September",53,280816
2008,"Capital and Coast",282500,"September",40,282930
2009,"Capital and Coast",285300,"September",69,285725
2010,"Capital and Coast",287700,"September",41,288139
2011,"Capital and Coast",290400,"September",37,290788
2012,"Capital and Coast",292200,"September",30,292387
2013,"Capital and Coast",293500,"September",27,293884
2014,"Capital and Coast",296700,"September",39,297383
1997,"Wairarapa",NA,"September",4,NA
1998,"Wairarapa",NA,"September",4,NA
1999,"Wairarapa",NA,"September",3,NA
2000,"Wairarapa",NA,"September",6,NA
2001,"Wairarapa",NA,"September",9,NA
2002,"Wairarapa",NA,"September",5,NA
2003,"Wairarapa",NA,"September",18,NA
2004,"Wairarapa",NA,"September",1,NA
2005,"Wairarapa",NA,"September",8,NA
2006,"Wairarapa",39600,"September",3,39609
2007,"Wairarapa",39800,"September",4,39861
2008,"Wairarapa",40200,"September",10,40264
2009,"Wairarapa",40600,"September",6,40685
2010,"Wairarapa",41200,"September",4,41311
2011,"Wairarapa",41800,"September",6,41868
2012,"Wairarapa",42100,"September",5,42143
2013,"Wairarapa",42400,"September",5,42461
2014,"Wairarapa",42800,"September",4,42870
1997,"Nelson Marlborough",NA,"September",5,NA
1998,"Nelson Marlborough",NA,"September",5,NA
1999,"Nelson Marlborough",NA,"September",14,NA
2000,"Nelson Marlborough",NA,"September",6,NA
2001,"Nelson Marlborough",NA,"September",9,NA
2002,"Nelson Marlborough",NA,"September",18,NA
2003,"Nelson Marlborough",NA,"September",26,NA
2004,"Nelson Marlborough",NA,"September",12,NA
2005,"Nelson Marlborough",NA,"September",37,NA
2006,"Nelson Marlborough",133600,"September",16,133743
2007,"Nelson Marlborough",134600,"September",20,134793
2008,"Nelson Marlborough",135800,"September",29,136000
2009,"Nelson Marlborough",137000,"September",15,137209
2010,"Nelson Marlborough",138500,"September",17,138840
2011,"Nelson Marlborough",140500,"September",8,140714
2012,"Nelson Marlborough",141300,"September",31,141410
2013,"Nelson Marlborough",142100,"September",24,142248
2014,"Nelson Marlborough",143100,"September",7,143318
1997,"West Coast",NA,"September",7,NA
1998,"West Coast",NA,"September",6,NA
1999,"West Coast",NA,"September",3,NA
2000,"West Coast",NA,"September",6,NA
2001,"West Coast",NA,"September",7,NA
2002,"West Coast",NA,"September",9,NA
2003,"West Coast",NA,"September",9,NA
2004,"West Coast",NA,"September",6,NA
2005,"West Coast",NA,"September",4,NA
2006,"West Coast",32100,"September",5,32157
2007,"West Coast",32300,"September",6,32310
2008,"West Coast",32400,"September",5,32445
2009,"West Coast",32700,"September",5,32725
2010,"West Coast",32800,"September",9,32841
2011,"West Coast",33100,"September",5,33125
2012,"West Coast",33100,"September",10,33086
2013,"West Coast",33000,"September",9,32972
2014,"West Coast",32800,"September",8,32770
1997,"Canterbury",NA,"September",36,NA
1998,"Canterbury",NA,"September",134,NA
1999,"Canterbury",NA,"September",68,NA
2000,"Canterbury",NA,"September",66,NA
2001,"Canterbury",NA,"September",65,NA
2002,"Canterbury",NA,"September",137,NA
2003,"Canterbury",NA,"September",171,NA
2004,"Canterbury",NA,"September",95,NA
2005,"Canterbury",NA,"September",254,NA
2006,"Canterbury",483400,"September",117,484674
2007,"Canterbury",490500,"September",105,491594
2008,"Canterbury",496700,"September",58,497631
2009,"Canterbury",503200,"September",38,504758
2010,"Canterbury",509900,"September",93,509281
2011,"Canterbury",500900,"September",66,499456
2012,"Canterbury",497200,"September",73,497709
2013,"Canterbury",503700,"September",68,505331
2014,"Canterbury",514500,"September",70,516459
1997,"South Canterbury",NA,"September",6,NA
1998,"South Canterbury",NA,"September",9,NA
1999,"South Canterbury",NA,"September",7,NA
2000,"South Canterbury",NA,"September",19,NA
2001,"South Canterbury",NA,"September",14,NA
2002,"South Canterbury",NA,"September",24,NA
2003,"South Canterbury",NA,"September",18,NA
2004,"South Canterbury",NA,"September",12,NA
2005,"South Canterbury",NA,"September",32,NA
2006,"South Canterbury",55100,"September",21,55138
2007,"South Canterbury",55300,"September",18,55330
2008,"South Canterbury",55500,"September",12,55542
2009,"South Canterbury",55800,"September",7,55858
2010,"South Canterbury",56200,"September",11,56282
2011,"South Canterbury",56700,"September",9,56771
2012,"South Canterbury",57100,"September",22,57175
2013,"South Canterbury",57600,"September",13,57686
2014,"South Canterbury",58100,"September",9,58182
1997,"Northland",NA,"September",18,NA
1998,"Northland",NA,"September",19,NA
1999,"Northland",NA,"September",21,NA
2000,"Northland",NA,"September",24,NA
2001,"Northland",NA,"September",23,NA
2002,"Northland",NA,"September",38,NA
2003,"Northland",NA,"September",31,NA
2004,"Northland",NA,"September",29,NA
2005,"Northland",NA,"September",26,NA
2006,"Northland",152700,"September",27,153047
2007,"Northland",154600,"September",41,154888
2008,"Northland",156300,"September",35,156588
2009,"Northland",158200,"September",19,158580
2010,"Northland",160600,"September",19,160980
2011,"Northland",162500,"September",21,162706
2012,"Northland",163500,"September",6,163678
2013,"Northland",164700,"September",24,164900
2014,"Northland",166000,"September",22,166284
1997,"Waitemata",NA,"September",64,NA
1998,"Waitemata",NA,"September",87,NA
1999,"Waitemata",NA,"September",63,NA
2000,"Waitemata",NA,"September",88,NA
2001,"Waitemata",NA,"September",83,NA
2002,"Waitemata",NA,"September",157,NA
2003,"Waitemata",NA,"September",129,NA
2004,"Waitemata",NA,"September",162,NA
2005,"Waitemata",NA,"September",159,NA
2006,"Waitemata",504700,"September",211,506039
2007,"Waitemata",511700,"September",138,512684
2008,"Waitemata",517400,"September",61,518374
2009,"Waitemata",523600,"September",59,524714
2010,"Waitemata",530700,"September",57,531994
2011,"Waitemata",538500,"September",56,539712
2012,"Waitemata",545400,"September",49,546538
2013,"Waitemata",552800,"September",84,554235
2014,"Waitemata",562600,"September",51,564527
1997,"Southern",NA,"September",40,NA
1998,"Southern",NA,"September",40,NA
1999,"Southern",NA,"September",33,NA
2000,"Southern",NA,"September",71,NA
2001,"Southern",NA,"September",31,NA
2002,"Southern",NA,"September",75,NA
2003,"Southern",NA,"September",56,NA
2004,"Southern",NA,"September",55,NA
2005,"Southern",NA,"September",94,NA
2006,"Southern",294600,"September",72,294779
2007,"Southern",295700,"September",43,295896
2008,"Southern",297000,"September",38,297254
2009,"Southern",298700,"September",27,299022
2010,"Southern",301000,"September",45,301507
2011,"Southern",303900,"September",49,304190
2012,"Southern",304900,"September",43,305038
2013,"Southern",306400,"September",47,306859
2014,"Southern",309900,"September",40,310588
1997,"Auckland",NA,"September",66,NA
1998,"Auckland",NA,"September",74,NA
1999,"Auckland",NA,"September",56,NA
2000,"Auckland",NA,"September",56,NA
2001,"Auckland",NA,"September",87,NA
2002,"Auckland",NA,"September",148,NA
2003,"Auckland",NA,"September",100,NA
2004,"Auckland",NA,"September",123,NA
2005,"Auckland",NA,"September",123,NA
2006,"Auckland",428300,"September",162,429026
2007,"Auckland",432200,"September",112,432787
2008,"Auckland",436000,"September",46,436775
2009,"Auckland",441000,"September",52,441809
2010,"Auckland",445900,"September",52,446837
2011,"Auckland",451700,"September",49,452559
2012,"Auckland",456000,"September",33,456561
2013,"Auckland",460500,"September",53,461844
2014,"Auckland",471900,"September",46,474488
1997,"Counties Manukau",NA,"September",61,NA
1998,"Counties Manukau",NA,"September",50,NA
1999,"Counties Manukau",NA,"September",45,NA
2000,"Counties Manukau",NA,"September",56,NA
2001,"Counties Manukau",NA,"September",57,NA
2002,"Counties Manukau",NA,"September",116,NA
2003,"Counties Manukau",NA,"September",86,NA
2004,"Counties Manukau",NA,"September",88,NA
2005,"Counties Manukau",NA,"September",93,NA
2006,"Counties Manukau",454800,"September",146,456032
2007,"Counties Manukau",461600,"September",92,462618
2008,"Counties Manukau",467400,"September",46,468315
2009,"Counties Manukau",472900,"September",43,473849
2010,"Counties Manukau",478900,"September",38,479981
2011,"Counties Manukau",485600,"September",39,486727
2012,"Counties Manukau",491500,"September",32,492142
2013,"Counties Manukau",496300,"September",60,497906
2014,"Counties Manukau",509200,"September",48,511620
1997,"Waikato",NA,"September",122,NA
1998,"Waikato",NA,"September",142,NA
1999,"Waikato",NA,"September",80,NA
2000,"Waikato",NA,"September",90,NA
2001,"Waikato",NA,"September",111,NA
2002,"Waikato",NA,"September",107,NA
2003,"Waikato",NA,"September",180,NA
2004,"Waikato",NA,"September",103,NA
2005,"Waikato",NA,"September",161,NA
2006,"Waikato",350200,"September",104,350827
2007,"Waikato",353800,"September",94,354385
2008,"Waikato",357500,"September",64,358196
2009,"Waikato",362000,"September",57,362797
2010,"Waikato",366800,"September",98,367590
2011,"Waikato",371300,"September",81,371965
2012,"Waikato",374800,"September",66,375269
2013,"Waikato",377900,"September",84,378640
2014,"Waikato",383500,"September",67,384624
1997,"Lakes",NA,"September",13,NA
1998,"Lakes",NA,"September",25,NA
1999,"Lakes",NA,"September",20,NA
2000,"Lakes",NA,"September",11,NA
2001,"Lakes",NA,"September",32,NA
2002,"Lakes",NA,"September",22,NA
2003,"Lakes",NA,"September",46,NA
2004,"Lakes",NA,"September",23,NA
2005,"Lakes",NA,"September",37,NA
2006,"Lakes",101500,"September",27,101467
2007,"Lakes",101400,"September",20,101406
2008,"Lakes",101500,"September",11,101525
2009,"Lakes",101800,"September",24,101912
2010,"Lakes",102600,"September",26,102714
2011,"Lakes",103100,"September",17,103155
2012,"Lakes",103300,"September",14,103289
2013,"Lakes",103200,"September",25,103216
2014,"Lakes",103600,"September",16,103739
1997,"Bay of Plenty",NA,"September",19,NA
1998,"Bay of Plenty",NA,"September",35,NA
1999,"Bay of Plenty",NA,"September",15,NA
2000,"Bay of Plenty",NA,"September",18,NA
2001,"Bay of Plenty",NA,"September",41,NA
2002,"Bay of Plenty",NA,"September",31,NA
2003,"Bay of Plenty",NA,"September",41,NA
2004,"Bay of Plenty",NA,"September",35,NA
2005,"Bay of Plenty",NA,"September",48,NA
2006,"Bay of Plenty",200800,"September",48,201334
2007,"Bay of Plenty",203600,"September",35,203995
2008,"Bay of Plenty",205900,"September",21,206297
2009,"Bay of Plenty",208400,"September",33,208831
2010,"Bay of Plenty",211000,"September",30,211433
2011,"Bay of Plenty",213200,"September",24,213398
2012,"Bay of Plenty",213900,"September",32,214010
2013,"Bay of Plenty",215000,"September",43,215299
2014,"Bay of Plenty",217400,"September",32,217954
1997,"Tairawhiti",NA,"September",5,NA
1998,"Tairawhiti",NA,"September",7,NA
1999,"Tairawhiti",NA,"September",5,NA
2000,"Tairawhiti",NA,"September",6,NA
2001,"Tairawhiti",NA,"September",1,NA
2002,"Tairawhiti",NA,"September",10,NA
2003,"Tairawhiti",NA,"September",14,NA
2004,"Tairawhiti",NA,"September",9,NA
2005,"Tairawhiti",NA,"September",5,NA
2006,"Tairawhiti",45900,"September",2,45897
2007,"Tairawhiti",45900,"September",1,45907
2008,"Tairawhiti",46000,"September",0,46034
2009,"Tairawhiti",46300,"September",5,46373
2010,"Tairawhiti",46700,"September",3,46732
2011,"Tairawhiti",46800,"September",7,46828
2012,"Tairawhiti",47000,"September",6,47014
2013,"Tairawhiti",47000,"September",8,47003
2014,"Tairawhiti",47100,"September",4,47135
1997,"Taranaki",NA,"September",27,NA
1998,"Taranaki",NA,"September",22,NA
1999,"Taranaki",NA,"September",18,NA
2000,"Taranaki",NA,"September",26,NA
2001,"Taranaki",NA,"September",31,NA
2002,"Taranaki",NA,"September",43,NA
2003,"Taranaki",NA,"September",46,NA
2004,"Taranaki",NA,"September",27,NA
2005,"Taranaki",NA,"September",55,NA
2006,"Taranaki",107400,"September",61,107423
2007,"Taranaki",107700,"September",36,107788
2008,"Taranaki",108400,"September",29,108559
2009,"Taranaki",109500,"September",24,109710
2010,"Taranaki",110800,"September",42,111015
2011,"Taranaki",112000,"September",23,112169
2012,"Taranaki",112900,"September",23,113037
2013,"Taranaki",113800,"September",26,113986
2014,"Taranaki",115000,"September",21,115190
1997,"Hawke's Bay",NA,"September",20,NA
1998,"Hawke's Bay",NA,"September",33,NA
1999,"Hawke's Bay",NA,"September",26,NA
2000,"Hawke's Bay",NA,"September",19,NA
2001,"Hawke's Bay",NA,"September",33,NA
2002,"Hawke's Bay",NA,"September",50,NA
2003,"Hawke's Bay",NA,"September",84,NA
2004,"Hawke's Bay",NA,"September",21,NA
2005,"Hawke's Bay",NA,"September",38,NA
2006,"Hawke's Bay",152600,"September",36,152771
2007,"Hawke's Bay",153400,"September",39,153500
2008,"Hawke's Bay",154000,"September",22,154115
2009,"Hawke's Bay",155000,"September",28,155273
2010,"Hawke's Bay",156800,"September",34,157050
2011,"Hawke's Bay",157800,"September",30,157860
2012,"Hawke's Bay",158000,"September",26,158047
2013,"Hawke's Bay",158500,"September",20,158628
2014,"Hawke's Bay",159400,"September",29,159575
2015,"Northland",168300,"September",26,168852
2015,"Waitemata",575600,"September",72,578128
2015,"Auckland",490000,"September",53,493611
2015,"Counties Manukau",521700,"September",39,523037
2015,"Waikato",390600,"September",73,391835
2015,"Lakes",104800,"September",11,105095
2015,"Bay of Plenty",221500,"September",21,222377
2015,"Tairawhiti",47400,"September",4,47474
2015,"Taranaki",115900,"September",14,115974
2015,"Hawke's Bay",160500,"September",21,160689
2015,"Whanganui",62600,"September",11,62759
2015,"MidCentral",172100,"September",25,172385
2015,"Hutt Valley",144000,"September",20,143979
2015,"Capital and Coast",301100,"September",21,301882
2015,"Wairarapa",43200,"September",4,43259
2015,"Nelson Marlborough",144800,"September",19,145191
2015,"West Coast",32700,"September",7,32709
2015,"Canterbury",526100,"September",67,527884
2015,"South Canterbury",58600,"September",11,58685
2015,"Southern",314000,"September",52,314631
1997,"Hawke's Bay",NA,"October",43,NA
1998,"Hawke's Bay",NA,"October",40,NA
1999,"Hawke's Bay",NA,"October",20,NA
2000,"Hawke's Bay",NA,"October",28,NA
2001,"Hawke's Bay",NA,"October",49,NA
2002,"Hawke's Bay",NA,"October",26,NA
2003,"Hawke's Bay",NA,"October",64,NA
2004,"Hawke's Bay",NA,"October",19,NA
2005,"Hawke's Bay",NA,"October",42,NA
2006,"Hawke's Bay",152600,"October",28,152849
2007,"Hawke's Bay",153400,"October",37,153549
2008,"Hawke's Bay",154000,"October",31,154178
2009,"Hawke's Bay",155000,"October",26,155421
2010,"Hawke's Bay",156800,"October",25,157162
2011,"Hawke's Bay",157800,"October",23,157882
2012,"Hawke's Bay",158000,"October",23,158076
2013,"Hawke's Bay",158500,"October",31,158695
2014,"Hawke's Bay",159400,"October",22,159664
2015,"Hawke's Bay",160500,"October",25,160783
1997,"Whanganui",NA,"October",14,NA
1998,"Whanganui",NA,"October",10,NA
1999,"Whanganui",NA,"October",3,NA
2000,"Whanganui",NA,"October",7,NA
2001,"Whanganui",NA,"October",15,NA
2002,"Whanganui",NA,"October",14,NA
2003,"Whanganui",NA,"October",25,NA
2004,"Whanganui",NA,"October",10,NA
2005,"Whanganui",NA,"October",12,NA
2006,"Whanganui",64000,"October",18,63857
2007,"Whanganui",63500,"October",9,63405
2008,"Whanganui",63200,"October",6,63160
2009,"Whanganui",63100,"October",8,63093
2010,"Whanganui",63100,"October",5,63111
2011,"Whanganui",63000,"October",10,62864
2012,"Whanganui",62400,"October",11,62330
2013,"Whanganui",62300,"October",11,62275
2014,"Whanganui",62200,"October",9,62226
1997,"MidCentral",NA,"October",32,NA
1998,"MidCentral",NA,"October",24,NA
1999,"MidCentral",NA,"October",15,NA
2000,"MidCentral",NA,"October",24,NA
2001,"MidCentral",NA,"October",37,NA
2002,"MidCentral",NA,"October",26,NA
2003,"MidCentral",NA,"October",57,NA
2004,"MidCentral",NA,"October",22,NA
2005,"MidCentral",NA,"October",27,NA
2006,"MidCentral",164000,"October",17,164019
2007,"MidCentral",164100,"October",28,164152
2008,"MidCentral",164500,"October",15,164708
2009,"MidCentral",165500,"October",20,165770
2010,"MidCentral",166600,"October",21,166907
2011,"MidCentral",167800,"October",23,168038
2012,"MidCentral",168500,"October",25,168575
2013,"MidCentral",168900,"October",25,169152
2014,"MidCentral",170300,"October",22,170747
1997,"Hutt Valley",NA,"October",39,NA
1998,"Hutt Valley",NA,"October",44,NA
1999,"Hutt Valley",NA,"October",19,NA
2000,"Hutt Valley",NA,"October",23,NA
2001,"Hutt Valley",NA,"October",53,NA
2002,"Hutt Valley",NA,"October",33,NA
2003,"Hutt Valley",NA,"October",52,NA
2004,"Hutt Valley",NA,"October",39,NA
2005,"Hutt Valley",NA,"October",42,NA
2006,"Hutt Valley",140900,"October",42,141082
2007,"Hutt Valley",141200,"October",35,141155
2008,"Hutt Valley",141100,"October",32,141190
2009,"Hutt Valley",141700,"October",35,141880
2010,"Hutt Valley",142400,"October",29,142578
2011,"Hutt Valley",142900,"October",13,142859
2012,"Hutt Valley",142500,"October",18,142414
2013,"Hutt Valley",142500,"October",10,142670
2014,"Hutt Valley",143400,"October",15,143632
